Band1,Band2,Band3,Band4,Band5,Band6
83,65,62,73,103,75
77,60,51,86,88,57
78,60,48,101,92,50
78,64,51,92,95,56
81,64,50,90,96,56
79,62,50,88,94,55
80,63,48,88,95,53
79,61,48,96,95,52
79,63,50,97,96,54
81,63,50,88,97,61
79,62,49,87,94,54
78,60,45,88,90,52
77,60,44,86,88,53
76,59,46,80,87,53
79,58,47,74,87,57
78,59,45,79,82,53
76,63,46,96,75,41
76,62,43,105,66,32
74,62,45,104,66,33
76,63,45,106,71,35
77,63,44,108,73,35
78,65,46,101,71,37
78,62,47,92,70,37
74,63,46,89,72,39
77,60,45,87,80,46
75,58,46,83,88,51
77,58,44,78,91,55
76,59,46,71,92,57
75,58,44,68,91,57
76,57,47,70,88,57
75,57,42,78,88,53
75,58,43,65,86,56
77,55,44,61,84,56
72,55,42,55,81,57
74,51,42,53,81,56
73,53,40,57,81,55
75,54,43,59,80,53
74,53,41,49,79,61
76,51,42,42,81,63
75,52,42,46,80,63
77,53,42,44,80,64
75,58,48,94,69,37
78,60,51,90,79,47
80,62,57,79,88,62
78,60,53,87,72,45
76,56,45,95,54,27
73,54,43,97,53,27
73,53,41,99,53,27
74,53,41,99,53,28
75,54,43,100,54,28
74,52,41,99,54,27
75,53,41,99,53,28
76,54,45,95,58,34
79,60,54,80,80,51
87,70,79,76,108,73
94,81,98,79,135,91
95,84,103,80,146,98
95,82,99,79,143,95
92,79,92,80,131,88
82,68,68,89,91,58
77,59,47,98,64,34
77,57,45,99,61,33
74,57,45,96,59,31
75,56,45,94,57,31
75,55,44,96,56,30
74,54,43,99,55,29
73,56,43,100,57,27
74,55,44,98,57,29
74,56,46,95,56,29
73,57,45,95,55,28
73,55,44,98,55,31
72,54,44,100,57,29
77,56,46,93,57,28
75,57,47,90,55,30
76,55,46,91,56,30
75,58,45,86,59,33
74,58,50,90,63,36
78,60,48,102,69,39
75,58,47,100,79,43
76,58,45,106,73,36
74,55,41,111,60,29
74,55,41,112,64,30
73,55,40,112,65,29
75,57,41,111,62,31
72,55,39,111,62,30
73,55,40,110,63,29
75,56,43,110,64,30
73,57,43,109,63,31
74,55,43,105,62,29
75,57,44,104,63,30
76,61,49,99,73,42
78,63,52,92,82,48
78,61,50,85,76,45
77,62,50,89,76,46
76,60,49,93,74,44
74,57,46,97,64,35
74,57,43,99,57,28
74,57,45,96,59,33
75,57,45,97,59,30
73,55,42,100,57,28
75,55,44,101,57,27
76,59,44,112,64,33
78,61,45,127,76,33
78,58,44,130,74,31
77,57,44,113,71,34
80,62,50,97,82,47
81,66,55,105,93,56
75,56,43,77,54,28
75,57,44,58,37,21
79,64,53,74,70,40
81,65,58,86,87,50
80,61,56,82,87,57
79,60,55,72,85,61
80,60,53,66,85,62
80,59,53,62,88,69
82,61,56,61,89,69
82,61,57,60,87,66
80,61,55,60,87,67
81,61,53,60,87,67
82,60,55,60,88,68
83,62,57,59,87,70
82,62,57,60,89,69
82,61,56,59,88,67
83,64,58,58,89,71
86,65,62,58,92,74
86,65,64,56,93,77
85,64,62,53,92,77
84,64,59,54,92,76
82,65,59,68,92,69
80,61,53,88,86,55
76,58,47,102,73,42
75,58,46,110,63,32
75,60,44,109,63,32
75,59,48,104,62,31
76,60,46,104,60,31
75,61,47,100,64,34
77,59,47,112,64,36
74,54,41,116,55,26
74,54,42,118,55,28
74,55,43,120,54,26
75,56,44,119,62,30
81,63,56,89,77,55
80,62,56,78,66,47
80,61,56,77,62,48
81,60,53,75,64,46
82,61,54,75,66,51
81,62,56,73,66,48
82,60,54,72,65,48
82,62,53,73,62,46
79,59,51,73,57,40
80,60,51,73,57,40
79,59,50,70,56,39
77,59,48,77,56,33
77,58,47,73,56,35
77,57,47,69,51,33
77,57,46,67,47,31
78,56,47,66,46,31
80,57,50,69,58,40
81,61,55,70,64,46
82,61,56,72,64,47
81,62,56,72,63,46
82,62,54,74,66,48
82,62,56,81,69,46
82,64,58,81,73,51
82,62,53,82,74,51
80,64,56,78,70,47
80,62,52,85,74,40
77,62,52,86,80,42
77,60,50,88,73,38
77,63,49,103,77,42
77,64,50,108,76,43
76,64,46,108,68,35
77,63,45,109,68,32
76,64,44,110,69,34
76,63,44,105,70,36
77,64,48,107,69,37
76,64,47,109,68,34
76,64,46,108,69,34
78,64,48,107,70,32
78,65,50,106,72,39
79,65,50,98,73,43
82,67,57,87,77,49
84,67,63,75,86,58
87,70,71,64,94,75
90,72,78,59,108,84
86,69,67,81,107,79
90,71,73,73,100,78
92,76,79,59,112,93
94,78,85,57,114,97
96,79,88,57,116,100
95,77,82,55,111,94
92,76,81,55,110,92
93,75,81,54,112,95
98,85,90,58,122,107
98,82,91,59,129,116
98,83,90,58,123,112
97,82,87,57,118,106
99,81,90,58,119,105
96,80,87,60,124,108
92,75,80,58,112,92
89,69,72,59,102,80
88,69,69,61,96,77
88,71,70,63,93,75
86,72,67,70,93,69
81,63,55,93,76,47
75,55,42,116,65,33
74,55,42,120,62,30
73,55,42,120,60,30
73,55,42,120,62,30
74,54,43,117,58,30
74,54,41,118,59,29
75,54,41,117,60,28
74,54,41,118,60,31
74,54,42,118,57,27
74,55,41,118,57,28
75,53,41,119,59,29
73,54,43,118,57,30
74,54,43,117,60,27
76,56,43,112,66,35
78,58,47,100,81,48
77,61,48,89,85,50
79,61,52,86,86,55
80,63,52,86,87,53
79,63,52,77,86,60
79,63,54,75,86,59
81,64,57,71,86,61
80,63,53,71,83,57
80,61,51,73,83,56
79,62,49,70,81,56
80,62,52,70,82,56
82,62,53,69,86,62
83,64,59,67,89,68
81,65,56,73,84,61
79,66,52,93,74,44
78,65,50,101,71,38
78,65,50,96,72,41
78,65,50,97,75,41
80,64,48,105,72,37
80,66,49,109,73,37
79,67,49,110,72,34
78,66,48,111,71,33
77,65,46,112,72,34
79,65,49,109,76,39
79,62,47,108,77,41
73,55,42,113,59,31
72,54,40,113,55,27
73,55,41,112,53,28
72,54,41,112,55,26
73,55,41,116,57,29
73,55,40,117,59,29
73,55,41,117,57,25
74,55,41,116,58,29
75,58,46,116,68,34
80,61,50,107,87,47
80,66,55,91,93,58
78,60,51,89,72,41
74,56,46,108,65,33
74,56,42,122,68,33
78,60,51,110,82,49
79,61,53,109,82,49
73,55,43,123,66,31
74,56,43,114,62,29
75,56,41,110,61,29
73,55,44,105,60,29
74,59,45,100,60,30
75,57,45,96,59,30
75,56,45,92,60,31
73,57,46,91,60,32
75,59,46,88,61,32
76,60,50,90,72,42
78,62,55,91,82,48
78,62,56,79,84,56
82,64,60,61,94,75
85,64,69,53,110,95
86,68,71,53,119,107
88,72,77,53,125,116
92,73,76,54,129,119
91,71,78,54,130,117
90,71,75,53,127,113
87,67,69,51,119,109
85,64,66,49,112,100
85,63,64,50,114,98
82,61,56,47,105,88
76,55,49,40,89,78
77,52,46,54,84,65
75,56,47,85,72,41
74,58,48,94,69,39
75,57,48,93,69,38
74,58,45,99,65,33
74,59,45,104,73,35
77,59,48,88,81,51
80,58,51,58,86,65
80,58,53,44,93,76
80,55,51,39,93,80
77,52,47,35,90,76
78,55,50,37,97,81
80,57,52,39,99,84
80,55,50,39,101,82
79,53,47,37,95,79
76,53,49,36,88,75
76,53,47,36,86,72
78,53,47,37,86,72
78,56,47,37,85,73
79,54,48,38,84,72
81,59,52,47,90,69
83,65,62,63,101,72
89,69,75,57,116,95
93,78,82,70,118,90
81,63,54,93,87,52
79,63,51,101,85,45
80,64,47,103,92,52
80,63,49,91,97,56
79,62,50,89,96,57
82,62,49,94,96,56
76,63,49,94,94,53
81,63,49,92,94,53
81,63,53,91,99,58
82,64,53,85,97,61
78,62,46,87,92,54
78,59,44,81,89,55
76,59,48,73,86,59
76,59,47,82,82,51
76,63,44,98,73,39
76,64,44,104,67,33
76,63,43,104,68,33
76,62,44,109,72,36
77,63,44,108,72,34
75,65,46,102,71,36
77,65,45,95,70,38
76,61,44,91,71,37
75,60,46,88,80,44
77,58,46,82,88,52
77,58,46,82,88,52
76,58,46,76,90,56
78,59,45,72,91,58
78,58,46,69,91,59
75,58,46,69,90,56
74,57,44,73,89,54
77,56,43,67,86,56
75,56,44,61,86,57
74,54,44,56,84,58
76,53,43,55,83,57
76,53,43,59,80,54
76,54,41,59,79,56
74,52,42,49,80,61
73,50,42,41,81,66
76,52,42,44,81,63
75,51,44,45,80,64
77,60,51,87,73,40
79,65,59,75,87,60
85,64,62,64,93,73
85,65,65,70,97,79
79,63,55,87,82,56
76,55,44,98,59,33
74,51,42,98,53,25
74,52,40,102,55,29
73,53,42,103,53,26
73,53,41,102,52,28
75,53,42,100,55,28
74,54,44,101,54,26
79,63,58,99,82,45
93,81,95,83,134,86
95,83,102,79,144,98
93,82,101,77,143,97
96,83,103,76,146,98
91,77,86,81,126,85
81,64,60,86,80,50
77,57,44,92,57,32
75,57,42,99,60,32
75,56,43,99,61,33
76,56,47,97,65,33
75,54,41,99,58,30
73,55,42,102,56,30
75,55,44,101,57,29
74,55,43,98,57,30
73,54,43,98,56,28
74,54,44,102,55,27
73,54,43,102,55,29
74,55,43,98,56,29
74,57,44,95,56,29
74,55,46,96,56,30
74,55,44,98,54,29
74,57,44,93,56,29
75,58,46,88,57,32
77,59,46,92,65,35
78,61,51,89,73,44
79,64,54,89,90,57
75,58,46,100,73,42
76,53,43,108,64,32
74,56,41,109,64,31
74,55,42,109,63,29
73,55,41,109,62,32
73,55,41,110,64,31
73,55,43,109,66,27
75,54,42,107,62,33
72,55,43,104,62,30
73,56,43,103,62,30
74,56,45,101,63,32
77,59,48,97,73,41
73,58,46,97,70,41
77,59,47,94,74,40
76,55,45,102,63,32
72,57,41,103,60,29
76,56,44,99,59,29
73,56,44,98,59,28
76,59,47,92,64,35
77,60,49,93,67,38
76,59,46,109,68,32
77,59,45,124,73,32
75,60,45,128,79,36
76,59,43,123,74,33
77,57,43,103,67,34
80,63,48,98,77,43
80,65,51,104,84,47
74,56,42,58,40,23
80,62,51,73,57,35
82,67,61,91,91,55
83,67,64,94,98,60
80,63,56,104,88,50
76,59,48,110,76,44
78,60,50,94,81,52
81,60,53,73,89,66
82,62,57,62,93,72
82,62,59,59,90,71
80,61,56,60,88,66
81,62,54,61,87,66
82,61,54,61,87,67
82,61,58,61,89,71
82,64,60,61,92,70
82,62,57,60,87,68
86,64,61,58,92,73
85,66,63,58,93,75
86,67,64,56,92,74
86,68,65,54,94,77
86,66,64,54,93,77
85,66,64,54,93,75
83,64,61,57,88,69
83,62,58,70,85,63
80,62,54,87,79,50
79,60,48,102,68,37
76,60,47,105,62,31
77,59,47,104,60,31
76,60,48,103,64,36
77,57,45,114,62,34
75,54,41,117,55,27
73,53,42,113,55,26
73,53,41,118,55,25
76,56,43,119,62,31
81,64,56,96,75,50
81,64,59,78,71,52
81,61,54,79,65,47
79,63,53,74,63,45
80,62,56,72,65,49
80,60,55,72,66,49
82,60,55,72,66,47
82,61,53,74,59,44
77,60,51,74,57,40
81,60,51,74,59,42
79,58,49,74,55,36
78,57,48,78,58,36
77,58,45,67,52,35
77,58,47,67,49,32
77,56,44,67,44,29
78,58,51,66,50,35
80,62,54,69,63,46
83,63,56,71,65,48
81,63,55,73,66,49
80,61,56,74,62,45
80,62,54,80,67,47
81,62,54,82,67,45
81,62,55,77,63,44
82,64,59,73,68,50
83,62,54,75,68,50
80,63,56,77,73,51
77,62,53,86,70,43
76,62,50,88,69,36
77,62,48,89,70,37
76,64,50,102,80,42
77,65,49,102,76,43
78,62,45,107,70,36
76,63,44,114,70,33
78,63,47,112,71,34
78,65,46,111,69,33
76,64,46,112,70,34
77,65,47,111,70,33
79,64,48,107,73,36
83,67,59,79,86,54
84,68,68,73,96,67
86,71,77,71,108,80
88,73,83,67,115,85
92,75,86,65,115,87
93,75,85,62,115,88
84,67,66,76,98,67
81,63,59,85,90,57
89,74,79,57,107,90
94,77,84,56,112,94
94,77,84,56,116,105
95,79,83,56,116,100
96,79,88,56,116,104
95,80,88,57,118,106
98,85,90,58,122,107
94,76,83,56,112,101
96,80,86,57,121,109
95,80,87,60,120,105
94,78,85,61,116,101
90,75,77,62,103,84
86,69,67,60,96,75
85,65,63,60,89,68
85,65,60,60,87,67
83,68,62,61,91,72
86,73,70,65,100,82
87,70,66,75,91,67
77,60,49,99,66,37
74,56,43,117,63,30
74,56,43,122,65,30
76,55,42,122,64,31
75,55,43,121,63,30
74,54,42,120,59,29
73,54,42,120,61,30
74,54,42,120,63,29
73,54,42,120,62,31
73,54,42,118,59,29
74,54,41,119,60,29
74,55,44,118,57,28
73,54,42,114,59,28
75,54,42,115,58,29
74,56,44,110,71,38
77,60,47,96,83,48
77,62,49,87,83,54
79,61,51,85,85,52
79,63,51,82,85,55
81,64,54,78,87,60
81,64,54,72,86,63
81,63,53,71,83,56
77,60,49,72,83,53
81,62,51,69,84,59
81,63,59,65,87,64
82,63,57,65,87,68
80,63,58,70,87,65
81,62,52,69,84,57
81,62,55,75,78,52
76,65,50,94,73,42
80,65,50,99,72,42
80,67,50,102,72,39
78,66,49,108,71,35
79,66,47,110,73,36
78,68,49,110,74,36
76,66,48,114,71,34
78,65,45,113,71,33
78,66,48,113,69,33
80,66,49,108,76,40
77,60,47,107,72,40
74,54,42,113,60,28
73,55,41,113,55,27
75,55,41,114,56,28
74,54,39,115,58,29
75,54,42,116,59,29
76,54,41,115,58,28
75,59,44,111,74,38
78,62,50,105,89,48
81,64,50,98,92,53
80,65,52,91,85,52
79,62,55,84,78,49
77,59,49,96,69,38
74,57,42,118,67,32
74,56,43,125,68,32
73,55,41,126,69,35
76,54,43,121,64,31
73,56,45,114,62,30
74,56,40,112,63,28
73,55,42,109,61,29
74,55,44,106,62,32
74,58,44,97,58,29
75,57,46,94,60,33
75,59,46,91,61,32
74,58,45,91,62,33
76,58,47,90,63,32
78,62,55,80,83,54
84,67,66,61,104,81
86,68,70,57,117,101
85,70,76,54,127,110
85,73,76,55,128,115
91,73,77,55,129,118
92,73,79,54,127,116
91,71,76,53,124,111
92,72,77,53,130,119
86,68,74,52,124,111
88,67,71,50,117,106
85,63,64,47,110,96
81,59,55,43,105,92
76,54,50,36,93,83
74,52,46,40,91,80
77,55,47,64,79,57
73,56,48,90,68,39
77,56,44,100,66,37
75,58,46,97,69,35
78,60,52,74,80,51
78,57,52,53,83,69
80,56,48,43,86,72
81,60,53,44,94,77
81,59,53,42,94,81
79,55,49,37,91,77
79,56,51,40,99,85
80,57,53,39,99,84
80,55,52,39,96,79
78,55,49,37,89,74
75,53,47,36,87,74
77,54,48,37,86,75
77,54,48,37,86,75
78,54,48,37,92,78
76,54,49,39,77,69
77,55,48,49,81,63
83,64,57,64,91,69
88,72,71,66,101,80
88,72,74,61,110,88
91,72,73,66,118,89
94,79,78,83,129,97
85,70,63,91,103,70
79,62,49,97,89,50
77,61,47,95,92,52
79,63,49,89,93,53
79,63,49,91,93,54
80,62,47,87,94,55
81,63,51,86,94,57
79,63,51,88,96,56
81,66,51,87,95,57
77,60,48,82,91,55
79,58,46,76,85,55
77,60,48,84,82,50
76,62,45,99,71,37
75,62,43,102,67,34
73,62,43,100,67,33
76,62,43,109,71,33
78,64,47,108,73,35
76,64,45,100,68,35
75,64,46,96,69,37
78,62,46,94,71,37
77,58,47,88,80,45
77,59,45,80,88,51
76,58,43,73,88,57
79,57,45,69,94,57
76,58,44,66,91,61
77,57,44,67,90,58
75,57,45,72,89,57
75,57,45,72,88,54
76,56,45,60,85,60
75,54,44,56,88,60
74,55,42,55,84,59
74,55,40,60,83,55
74,54,42,58,81,55
75,53,43,49,83,65
74,52,43,42,83,68
75,51,43,44,83,65
76,53,43,46,80,65
75,52,43,42,79,64
79,61,55,80,82,51
81,64,61,65,91,69
83,65,63,59,90,71
84,65,66,60,90,71
85,65,64,68,90,70
81,62,59,86,76,47
78,55,46,98,56,31
74,54,41,101,55,28
74,55,43,98,53,26
73,52,39,101,53,26
75,53,44,101,55,29
78,60,55,97,71,38
91,75,83,90,118,68
96,84,101,77,146,100
92,79,97,78,140,93
94,82,99,78,146,96
98,83,101,77,148,100
91,76,82,83,116,79
78,61,54,86,68,40
76,55,46,85,59,36
74,57,43,96,58,32
76,55,44,101,61,31
74,54,42,102,61,33
76,57,44,103,65,31
73,55,45,92,60,33
75,56,45,92,56,31
76,56,45,96,56,30
73,54,43,98,57,28
74,56,44,99,56,29
74,55,43,100,55,28
76,55,43,102,55,28
74,56,41,104,55,29
75,55,43,103,56,27
74,55,44,100,56,28
73,56,43,101,55,29
73,57,43,101,56,29
74,58,46,95,61,32
80,64,52,86,76,46
80,66,55,80,80,53
77,64,55,84,82,53
77,59,48,97,73,40
74,57,43,105,61,29
75,56,40,109,63,31
72,56,39,109,63,32
73,56,42,108,64,30
75,54,42,107,63,32
73,56,41,107,64,30
72,54,42,105,63,30
73,56,42,104,63,34
72,55,44,104,65,31
77,56,44,104,66,34
73,55,44,98,63,32
76,60,47,102,78,43
73,56,45,109,70,36
75,56,44,102,59,29
76,57,44,101,61,31
75,56,44,98,58,28
74,57,45,92,63,35
75,60,50,84,68,39
75,59,48,102,71,37
78,62,47,117,78,36
80,64,55,103,85,47
78,64,53,97,79,43
78,61,48,101,78,41
77,64,48,109,80,43
75,59,44,80,55,30
80,63,51,79,65,39
81,63,55,101,79,45
78,61,51,111,76,40
77,59,50,115,81,44
77,58,48,125,75,36
74,58,43,129,67,31
76,58,44,123,72,37
78,58,48,106,75,45
80,61,55,90,84,56
81,63,57,72,89,67
82,62,58,63,87,70
81,62,59,61,90,69
83,63,59,61,88,70
83,64,63,62,92,71
84,66,63,61,95,78
86,67,62,62,92,74
86,66,62,59,94,73
84,64,59,58,90,73
85,63,59,52,88,75
82,65,63,54,89,72
87,67,62,57,93,75
87,66,63,57,92,79
83,64,59,54,89,70
85,65,64,55,92,75
86,67,65,61,96,78
83,64,57,77,90,67
78,61,50,96,79,50
77,58,48,105,70,38
78,58,48,108,70,38
77,60,50,104,62,36
75,56,44,113,56,27
74,55,42,115,54,25
73,53,42,117,54,26
76,56,44,116,60,28
79,62,53,96,76,50
81,63,59,77,69,53
81,62,54,76,64,49
80,63,56,74,66,50
81,61,55,74,67,50
79,61,56,72,65,48
79,61,52,73,63,47
80,60,52,75,61,46
78,60,53,75,62,44
79,61,50,75,60,41
78,59,49,76,58,36
77,56,46,71,53,33
79,56,47,65,48,32
77,58,46,66,47,31
76,56,47,66,48,30
79,58,54,68,57,42
80,63,55,70,66,49
84,63,56,73,66,51
80,62,55,73,63,43
81,61,53,77,62,45
80,63,55,83,70,44
82,62,55,79,66,43
81,62,55,76,63,47
80,62,53,75,64,44
80,61,53,76,58,40
80,65,59,74,66,52
82,63,58,77,72,52
79,61,53,88,78,48
78,61,51,89,67,37
77,61,50,95,67,36
79,64,51,102,83,46
80,64,50,99,74,41
77,63,47,111,70,34
77,65,44,118,71,31
76,64,44,116,71,32
76,64,46,113,71,36
78,65,49,103,73,39
81,65,54,92,77,43
87,75,86,75,118,79
88,76,89,76,123,83
91,78,93,79,127,84
93,80,98,79,130,84
91,80,98,75,124,86
92,76,90,66,119,90
84,67,69,71,98,69
77,59,52,83,82,51
86,68,67,57,96,79
91,72,78,51,104,88
91,73,78,51,104,89
96,77,84,55,111,95
96,81,85,55,115,106
96,80,87,57,119,106
98,83,89,58,119,108
90,71,73,58,101,86
88,69,68,65,99,81
84,70,66,71,95,72
84,67,64,70,91,67
84,66,62,63,90,73
84,65,61,59,90,70
86,68,63,59,90,70
83,65,62,60,89,70
84,68,63,63,94,76
89,70,67,63,99,82
87,70,67,64,98,80
83,66,59,78,82,58
79,58,48,105,67,33
74,55,42,121,65,29
77,55,42,123,67,32
73,54,42,123,62,32
75,54,39,119,60,30
72,53,42,118,61,30
75,54,42,119,61,30
74,56,42,121,63,29
74,54,43,120,62,30
75,53,42,119,58,28
73,55,43,119,59,30
74,54,41,114,58,29
73,54,43,116,58,28
74,55,44,116,61,31
76,59,46,105,74,41
77,61,48,93,87,49
79,62,49,87,85,53
79,62,49,85,83,53
78,61,49,85,82,51
79,62,54,77,84,58
81,63,55,71,85,61
81,63,55,68,84,62
82,63,57,67,84,61
81,63,55,65,86,66
80,61,53,67,84,61
79,62,54,71,85,59
79,61,51,72,83,59
78,61,53,70,83,57
81,63,53,76,78,51
79,65,53,95,73,39
78,65,47,103,69,38
79,65,47,108,68,34
78,66,46,112,71,35
79,67,49,111,75,38
79,66,47,111,73,34
79,65,47,111,72,36
77,66,47,111,69,34
79,66,47,111,71,37
78,63,48,102,75,39
79,61,47,108,71,36
73,55,43,112,58,29
73,54,41,115,55,27
74,54,42,116,56,27
75,56,41,114,55,28
74,56,42,112,58,29
80,65,50,103,94,53
83,66,55,96,89,53
79,66,52,100,79,48
79,66,52,96,80,47
79,66,53,90,83,50
79,65,52,87,77,44
77,59,49,101,68,36
74,56,45,116,66,32
74,55,42,116,65,31
74,56,41,113,63,31
75,55,44,113,62,29
73,55,41,114,63,30
74,54,42,114,62,30
74,55,43,110,62,31
73,57,43,101,60,28
75,57,45,100,60,32
75,57,46,94,61,32
76,59,48,89,65,36
78,62,52,75,76,48
78,62,52,75,76,48
83,64,60,60,96,73
86,68,66,55,113,96
89,72,74,63,126,106
88,74,78,57,131,113
89,74,81,56,133,119
94,74,80,56,131,119
87,71,79,52,125,110
91,69,73,51,118,100
92,72,78,52,127,115
90,71,75,52,127,119
87,68,72,50,124,113
85,64,66,46,118,109
82,59,59,44,113,102
78,55,55,39,103,92
77,52,50,37,93,83
77,55,51,46,88,74
76,56,48,77,80,55
78,57,48,92,76,47
79,58,52,64,80,54
81,59,53,47,88,77
81,60,55,45,91,75
83,60,52,45,89,75
83,63,57,45,96,80
85,64,59,45,102,86
81,61,56,44,100,83
85,62,56,45,103,87
82,58,55,41,100,83
79,55,48,39,94,81
79,54,48,37,90,77
77,54,47,38,89,76
79,54,49,37,87,77
79,53,46,37,78,68
76,55,48,56,72,53
80,65,54,73,80,50
85,72,64,64,66,41
88,77,71,59,62,39
87,75,67,66,83,60
88,73,71,75,115,85
102,89,92,79,135,98
90,76,74,80,99,65
79,65,55,90,91,53
78,60,48,94,88,50
78,61,48,89,90,54
79,62,49,84,94,56
80,62,49,81,96,58
80,63,51,81,98,60
80,63,49,82,97,60
80,61,48,82,91,56
76,61,48,78,87,54
76,60,47,86,78,51
77,61,44,98,69,36
77,62,43,101,66,32
75,62,45,101,66,34
77,61,44,105,71,36
78,63,46,106,72,36
75,64,46,101,70,36
77,65,44,99,69,35
76,63,46,97,73,37
79,62,46,93,79,46
76,57,45,82,87,53
76,58,46,73,90,54
75,57,45,68,93,61
78,57,47,65,91,60
76,57,44,65,89,59
76,56,42,68,90,55
75,56,45,69,91,61
74,57,43,65,88,57
78,55,44,55,88,64
75,55,42,55,89,60
73,53,41,58,85,60
75,56,44,58,85,55
73,53,42,45,84,66
77,52,44,41,88,75
74,55,45,47,88,69
76,52,42,48,81,62
75,54,43,42,79,66
76,52,44,40,80,66
82,64,61,71,89,62
83,65,65,63,91,70
81,65,63,59,90,70
83,64,64,59,88,68
83,63,62,66,88,68
79,60,55,86,80,54
77,57,46,101,63,37
75,56,44,99,57,31
74,54,46,98,61,33
74,53,42,101,54,27
77,58,54,101,67,34
86,73,78,90,107,63
94,82,97,80,141,94
94,81,100,78,139,97
91,80,99,79,140,89
94,83,100,77,142,97
96,83,98,77,147,103
88,71,75,84,105,69
76,58,48,89,62,35
77,58,47,87,64,38
77,56,43,95,57,31
75,54,42,101,57,28
75,54,40,101,58,29
75,57,42,106,64,32
78,59,49,107,70,37
76,57,46,93,62,35
76,57,47,93,57,28
74,55,41,97,56,28
73,56,44,97,56,29
73,56,44,96,56,29
74,55,43,103,56,30
73,54,42,105,55,28
74,56,43,102,55,28
73,55,45,97,57,28
73,55,44,99,55,28
75,57,45,97,57,30
76,59,48,94,68,37
78,66,51,87,75,44
79,65,50,85,73,47
81,67,55,80,79,54
79,63,51,84,85,55
76,59,48,97,76,43
73,56,43,106,64,32
72,55,41,107,63,30
72,56,42,106,63,30
75,56,42,106,63,32
73,55,41,108,64,30
73,54,41,106,63,32
74,56,42,102,64,34
74,56,43,105,64,31
74,54,43,106,64,30
81,66,58,101,95,51
81,69,62,106,112,59
77,62,50,109,85,42
75,58,43,101,62,31
76,57,45,97,61,29
76,55,45,96,59,30
75,59,45,92,60,32
76,57,44,91,59,30
76,56,47,95,59,33
80,62,52,95,75,44
87,71,68,83,90,60
82,66,55,97,90,52
77,63,49,107,83,44
76,60,45,82,56,27
73,53,43,51,37,21
81,66,58,106,86,49
77,58,47,119,69,33
74,54,42,127,68,32
75,58,44,129,69,32
75,56,43,129,69,32
75,58,43,128,66,33
76,57,45,127,66,32
74,56,43,124,65,32
77,58,48,117,70,35
78,60,49,99,78,46
83,63,57,80,85,59
85,64,62,68,93,71
83,66,66,62,97,77
85,66,65,61,95,76
85,66,62,62,93,72
84,66,64,62,93,75
85,65,63,60,91,72
84,64,58,55,87,70
85,64,60,53,87,73
84,65,63,55,88,72
85,66,61,58,88,71
85,65,60,57,90,73
86,65,61,56,90,70
87,65,61,56,89,75
88,67,68,56,94,80
86,68,63,55,92,73
85,65,62,62,87,70
83,65,58,73,84,58
84,65,59,85,83,56
82,63,59,80,87,64
80,61,49,98,72,44
76,57,45,109,62,33
76,56,44,113,57,29
75,55,45,115,54,27
79,62,53,92,75,48
82,63,57,77,68,51
81,63,56,74,64,49
81,61,54,71,64,48
81,61,56,72,65,49
81,62,54,73,65,47
79,61,51,73,62,44
79,60,51,74,62,47
78,61,51,74,61,45
79,59,49,77,60,36
78,57,48,72,53,31
76,56,45,66,48,31
77,56,45,64,46,30
76,58,47,65,46,30
78,58,50,67,53,37
82,62,55,70,60,43
82,63,56,72,62,44
82,62,55,73,62,43
81,62,55,75,64,45
79,63,55,81,66,45
81,61,53,80,66,42
79,62,54,78,60,43
80,63,57,76,64,46
80,61,52,78,59,39
80,61,54,76,60,42
80,63,55,76,64,47
83,63,57,79,70,51
81,66,57,87,83,56
78,61,51,90,77,41
77,60,51,86,69,42
77,63,48,101,73,38
80,65,54,99,81,48
77,65,48,110,71,37
78,65,46,112,73,34
78,63,50,101,71,40
82,66,57,83,80,52
83,69,70,80,90,60
86,71,76,77,110,74
94,84,102,82,133,85
90,81,102,85,132,84
93,80,99,85,132,82
91,79,96,79,128,85
89,75,88,68,119,86
89,72,85,62,118,88
87,69,72,67,106,77
77,62,55,81,82,49
84,68,66,65,93,73
92,73,77,51,102,89
93,74,78,52,105,93
93,76,78,53,109,98
95,78,82,54,113,102
96,80,86,57,117,104
93,77,81,57,115,105
80,63,57,81,86,57
78,60,50,83,79,49
78,62,49,86,81,47
80,62,52,84,86,53
82,65,56,73,88,63
83,66,62,61,90,69
86,68,64,58,91,75
84,69,67,59,94,76
87,69,65,64,96,76
86,69,69,64,99,79
84,68,64,62,91,76
89,69,66,65,95,74
82,69,61,80,86,62
75,58,46,106,71,37
76,58,47,111,69,34
73,55,42,124,66,35
75,54,42,123,63,31
73,54,44,120,61,28
75,56,41,120,60,29
75,55,41,120,61,29
75,56,42,120,61,31
74,54,44,117,58,27
73,55,42,120,58,30
76,55,41,117,60,29
74,53,41,116,59,29
73,54,42,120,59,30
74,56,42,114,63,31
77,59,46,102,80,44
79,60,47,97,83,49
79,61,46,89,83,52
75,59,46,92,81,44
