Band1,Band2,Band3,Band4,Band5,Band6
77,64,45,112,68,32
77,65,47,112,68,34
79,68,51,103,71,37
87,77,71,94,99,69
92,85,80,102,108,79
90,81,73,102,100,66
91,81,78,84,101,72
89,67,70,59,102,83
84,63,62,49,103,85
82,61,61,49,102,84
86,59,62,49,101,86
85,65,68,55,103,89
83,64,63,70,99,78
77,59,51,91,77,49
78,60,52,81,80,55
77,57,48,104,64,35
73,54,42,112,58,28
75,52,40,108,54,28
75,54,41,109,56,30
74,52,42,108,56,28
74,54,41,109,53,28
73,53,42,111,55,27
73,56,41,112,57,27
74,54,41,115,57,31
73,54,43,107,57,29
73,55,41,111,55,27
75,56,45,104,59,30
79,58,52,91,75,49
77,57,47,103,65,36
79,58,51,87,78,52
83,63,58,64,91,73
84,62,59,50,95,82
83,62,60,46,97,83
83,62,62,46,98,85
86,62,64,45,98,86
87,63,62,45,98,85
86,62,63,45,98,84
86,63,63,44,97,83
86,65,65,45,94,82
87,67,66,45,93,82
87,68,66,47,96,84
90,67,66,46,98,87
88,67,67,47,101,90
89,67,67,48,101,85
89,67,68,49,102,89
89,68,71,51,104,93
88,69,70,54,103,89
88,66,61,70,89,69
78,57,49,96,66,38
72,52,38,116,52,24
74,53,39,118,53,25
73,55,43,120,58,29
76,57,45,118,64,31
75,56,42,119,63,33
75,55,41,122,60,27
72,54,42,116,59,29
76,57,46,106,69,35
76,59,44,117,75,36
74,60,45,111,77,37
77,61,48,102,75,38
76,63,49,96,71,40
78,62,48,94,69,40
77,63,47,99,69,39
79,65,49,111,69,35
81,66,48,129,64,31
81,67,48,135,58,29
80,67,48,134,58,29
80,65,49,135,58,27
81,65,49,137,59,27
80,66,47,138,59,29
80,68,47,140,60,29
81,68,47,141,59,27
80,67,48,142,60,29
80,65,47,142,59,28
80,66,46,141,60,28
81,66,47,139,60,28
79,66,48,134,62,30
78,62,46,123,70,33
75,60,43,113,74,35
75,58,45,113,75,35
76,61,44,113,75,36
77,60,45,112,75,36
73,61,43,112,75,36
76,60,45,113,75,36
76,62,44,108,76,36
77,60,46,106,76,39
75,62,45,105,77,37
76,62,47,107,77,38
78,60,46,115,73,37
77,60,48,113,79,40
79,66,59,99,90,48
74,55,44,106,58,29
74,55,39,114,56,27
75,56,41,116,59,29
74,55,39,111,57,28
74,54,42,107,56,28
74,54,42,107,56,26
75,54,39,109,56,29
73,55,41,113,58,28
73,55,40,114,57,29
73,54,40,114,60,29
74,53,40,116,59,27
73,55,39,122,63,30
75,54,42,120,62,31
74,55,40,119,63,29
73,55,39,119,61,29
74,54,39,118,62,29
74,56,40,118,65,32
74,57,42,120,65,32
74,56,41,121,66,32
76,56,42,123,65,31
75,56,42,121,65,29
77,59,45,117,66,34
77,63,48,122,68,34
75,65,46,127,62,27
80,66,48,120,66,34
76,65,47,123,63,29
77,64,47,124,63,29
77,64,45,125,64,31
77,65,45,123,63,31
79,67,51,116,69,35
81,69,58,108,77,47
80,66,50,106,71,40
78,63,50,103,73,40
75,59,46,102,66,34
72,55,42,102,59,28
74,55,43,100,58,28
72,55,42,97,58,29
72,53,40,93,56,29
74,55,42,92,59,29
74,56,45,99,61,31
77,65,46,111,64,33
80,65,48,119,59,29
79,65,48,122,59,28
81,64,48,121,57,29
79,67,48,121,60,29
77,65,50,122,63,32
82,69,53,112,70,38
80,68,52,103,74,41
80,66,54,93,79,48
80,65,53,92,79,49
80,65,50,98,74,43
79,65,48,99,73,40
79,65,49,101,72,39
80,66,50,97,74,40
79,64,47,105,70,35
78,64,48,110,69,34
77,65,48,107,71,37
79,63,50,101,75,40
77,62,51,96,76,42
77,60,47,102,70,36
76,55,43,114,62,32
74,53,40,120,58,28
72,53,39,121,58,28
73,54,40,122,60,28
74,53,40,122,58,28
73,55,43,122,60,29
74,57,41,125,62,29
75,55,43,126,65,31
74,56,40,128,62,29
73,55,41,126,61,27
74,54,42,124,60,28
73,54,42,121,60,27
74,54,41,117,58,27
73,54,41,117,56,26
74,54,40,121,60,28
74,55,42,124,62,30
74,53,41,120,58,27
74,56,44,103,61,33
77,59,48,84,77,46
78,61,50,96,90,53
79,62,49,112,90,47
75,62,47,114,91,42
79,61,46,108,86,45
77,62,47,109,89,43
76,63,48,112,90,47
78,64,46,113,89,44
76,62,47,113,90,45
78,63,48,110,89,46
78,63,49,106,89,49
76,64,47,114,88,45
77,62,45,118,89,46
77,63,45,118,89,42
77,61,45,121,91,44
76,63,46,124,90,45
77,63,45,122,91,43
77,62,46,113,93,48
78,62,48,102,87,50
74,56,43,108,61,33
73,53,40,114,53,25
73,52,40,114,50,24
71,52,40,114,52,25
75,53,39,115,53,25
72,53,39,113,50,24
71,53,40,110,50,24
73,53,40,110,50,24
73,53,42,109,51,24
72,53,39,106,49,24
72,54,41,104,50,25
74,55,41,107,54,26
73,54,40,115,57,28
74,54,40,115,53,25
73,53,40,114,54,27
73,54,41,116,55,28
72,53,40,116,54,24
76,55,41,113,60,29
79,63,49,98,74,45
80,67,53,91,76,47
81,66,51,95,75,42
77,68,50,98,73,43
77,65,49,97,75,42
82,67,53,94,74,48
79,68,55,91,84,52
79,66,51,90,77,48
80,67,55,88,82,52
82,68,59,81,85,58
80,63,51,82,80,53
80,64,49,91,71,40
77,65,48,98,68,37
79,66,51,97,72,39
77,64,49,96,73,40
77,64,49,96,71,39
78,64,49,94,72,40
78,66,49,95,71,38
77,64,47,98,70,39
77,64,46,98,71,39
77,65,46,96,71,38
77,62,46,95,76,44
77,59,44,101,81,45
76,61,45,112,84,42
79,65,51,90,85,57
80,65,52,87,83,52
77,65,49,92,78,46
77,64,48,92,78,47
76,66,49,95,79,43
78,65,50,96,78,44
80,66,52,92,82,52
75,57,44,107,67,36
75,56,43,119,66,31
74,55,42,118,66,32
74,56,43,117,64,29
73,55,45,115,64,30
72,55,43,116,63,29
74,56,46,116,65,33
75,56,44,115,65,31
75,58,46,116,67,34
86,69,63,115,97,55
101,87,89,106,125,87
97,85,85,107,122,81
100,84,87,106,120,81
97,82,86,106,118,76
95,81,78,109,111,71
90,74,72,111,106,63
88,71,64,114,104,60
87,70,63,114,99,56
84,69,62,115,99,56
84,67,61,117,98,54
82,68,58,117,96,51
82,70,58,115,96,51
83,69,58,114,95,49
96,80,80,90,105,68
96,80,80,90,105,68
94,82,85,85,110,79
97,84,87,90,115,82
94,81,79,105,106,67
92,81,79,108,111,72
93,82,80,109,117,75
95,83,81,110,114,73
105,93,96,102,131,95
100,86,91,104,133,98
77,59,48,115,66,31
74,60,44,119,68,33
76,57,44,120,67,31
74,58,44,122,68,31
76,58,44,120,67,35
75,57,46,123,68,30
74,58,45,124,70,32
76,57,44,121,68,32
76,59,47,92,84,49
76,63,50,99,86,51
78,64,50,101,83,51
75,65,46,98,73,40
77,65,49,96,76,44
77,66,47,104,76,39
78,65,49,110,76,38
78,64,47,104,72,39
76,59,46,105,73,40
75,57,45,110,72,37
75,57,41,110,68,33
74,56,43,111,65,33
75,57,43,117,64,30
74,55,44,120,58,29
75,56,41,122,59,25
75,56,44,122,59,30
75,57,43,124,60,29
75,57,43,119,58,26
75,57,43,115,57,27
75,56,42,121,57,28
77,58,44,114,61,29
77,62,49,100,74,41
77,61,46,101,71,37
75,63,44,105,69,33
76,63,43,107,65,32
74,62,45,110,67,33
76,64,45,111,65,32
79,64,47,110,70,33
77,63,44,110,68,32
76,65,46,112,68,33
76,65,48,111,68,35
79,67,51,103,71,34
90,78,74,98,103,73
93,83,79,101,107,75
91,80,76,96,104,73
92,80,80,76,103,80
92,73,74,58,102,85
84,65,67,51,102,85
82,61,63,48,100,82
84,60,61,47,97,83
83,61,64,48,99,86
84,65,68,52,102,89
82,63,62,59,95,81
82,64,64,54,100,83
80,62,58,74,84,60
77,58,48,94,66,37
74,55,43,101,55,26
74,54,44,107,54,27
73,53,40,108,55,27
73,54,41,110,56,26
74,54,41,109,57,27
73,56,43,108,56,27
74,53,42,112,59,30
75,55,48,91,67,42
80,63,57,91,81,53
83,65,58,92,81,53
74,58,50,103,70,40
75,54,41,116,62,29
74,55,44,113,64,32
76,59,46,101,73,44
82,60,53,75,84,62
86,64,62,57,97,82
85,63,65,48,100,86
84,64,63,45,97,84
84,62,61,46,97,86
85,64,63,46,98,85
85,64,63,46,97,84
85,65,64,46,97,82
87,63,63,45,95,81
85,65,64,45,96,82
86,66,67,46,96,82
88,68,67,47,100,84
87,67,67,47,94,82
88,67,68,49,98,85
89,70,70,51,100,89
86,66,63,70,90,71
78,58,48,96,68,41
72,53,40,113,55,25
72,52,39,117,51,25
72,52,39,117,51,26
72,52,39,120,53,25
73,53,39,122,56,27
73,55,41,122,61,30
76,56,44,121,65,32
74,57,44,120,67,34
74,57,43,121,72,35
76,59,45,121,73,34
74,58,44,118,73,35
76,60,46,106,71,38
78,63,48,97,68,38
78,62,47,96,66,38
77,63,48,105,68,36
79,64,48,118,65,33
79,67,49,133,59,30
80,67,48,134,58,28
81,67,49,137,59,29
81,67,49,137,59,29
81,67,50,137,59,28
80,66,47,138,59,28
82,66,48,139,59,29
80,68,49,141,59,28
82,67,47,139,60,29
78,66,49,139,60,27
78,67,48,139,59,30
80,68,49,138,60,27
78,63,46,127,64,31
77,60,45,116,71,34
74,60,44,112,75,35
75,61,43,115,74,36
75,60,44,114,74,37
76,60,46,111,77,38
76,60,45,109,77,37
75,62,45,107,77,37
76,61,46,103,78,40
78,60,46,105,76,36
76,62,47,104,79,39
77,60,48,105,77,39
78,61,48,110,77,39
79,63,53,104,83,44
79,61,51,101,78,41
72,53,40,113,54,28
74,55,40,117,59,25
75,55,42,116,58,29
75,52,42,116,58,28
72,54,41,114,57,27
74,55,40,107,57,25
72,52,41,109,54,26
73,54,42,116,59,28
73,54,40,115,57,28
74,55,39,113,57,26
73,55,40,113,55,28
74,54,38,118,60,28
73,54,41,117,60,29
75,55,39,118,62,27
73,54,39,120,61,30
74,55,42,120,59,29
74,55,40,120,59,29
75,55,42,121,63,30
77,57,40,120,67,33
73,56,42,122,67,32
76,57,43,117,69,32
77,61,47,118,69,35
75,63,45,124,64,30
78,65,47,122,64,30
81,67,51,117,70,37
78,67,52,119,71,40
77,65,48,123,67,32
76,65,45,125,64,29
76,65,45,126,63,29
78,65,45,126,64,32
76,65,46,122,63,32
78,66,46,117,63,33
80,69,54,106,73,41
85,73,60,94,88,55
81,66,56,94,78,47
75,58,46,98,62,33
73,55,41,97,58,30
76,53,43,92,56,27
72,54,44,91,60,30
78,60,45,105,64,30
80,64,47,111,61,31
79,63,49,115,59,28
80,63,48,121,60,29
80,64,49,124,59,29
79,66,48,125,62,29
80,66,50,117,65,35
81,68,55,108,76,43
81,68,55,106,75,42
79,67,51,93,75,45
80,65,56,82,81,54
82,65,53,87,79,50
81,66,53,87,80,53
80,66,50,94,79,49
78,64,48,102,71,37
80,64,46,108,67,32
78,65,49,109,70,34
78,66,47,105,71,36
78,64,46,102,71,36
80,62,50,93,78,46
80,63,51,94,79,45
80,61,51,100,77,44
76,57,46,110,68,36
72,55,41,114,60,30
73,54,39,117,57,30
74,53,40,120,56,27
73,56,43,117,66,34
74,57,44,120,67,31
75,55,43,126,65,31
73,55,40,122,59,28
74,54,41,123,61,26
72,55,41,122,61,30
73,54,40,119,58,28
75,55,40,117,58,28
76,54,41,118,58,27
73,54,41,122,61,30
74,54,41,124,61,28
74,53,43,115,60,28
76,56,44,94,63,34
76,57,45,91,70,39
77,59,47,98,71,40
76,59,45,102,76,40
77,60,46,105,83,42
76,57,44,100,64,34
76,58,45,102,70,35
79,59,47,104,76,40
77,61,49,104,84,42
76,61,48,109,88,45
79,62,48,103,89,48
79,63,49,97,90,51
76,62,47,111,89,46
77,62,46,113,88,45
78,63,46,117,91,44
75,62,46,119,91,44
77,62,45,124,90,42
76,64,43,124,89,41
78,62,47,111,91,47
78,61,49,100,87,52
75,57,43,109,62,33
74,53,40,114,54,25
74,53,40,115,51,24
70,52,38,114,51,26
74,53,40,113,50,24
71,53,40,110,49,23
73,53,40,110,51,23
73,52,41,108,50,23
71,53,42,105,49,23
72,53,41,104,50,25
73,53,42,103,49,24
73,54,44,105,55,26
73,53,40,110,54,27
74,53,39,112,52,26
74,53,41,114,53,26
75,54,40,116,53,24
73,55,40,116,54,27
76,55,41,112,57,29
79,63,49,97,77,46
80,68,54,89,85,55
79,66,53,92,80,50
80,66,50,96,73,43
80,68,52,96,76,44
83,68,56,94,81,49
82,67,53,91,80,52
80,65,51,89,76,46
81,67,55,85,79,48
81,68,56,80,85,58
82,63,53,80,80,55
78,65,48,90,72,42
79,66,48,99,68,36
79,66,49,97,74,41
80,64,48,95,75,45
75,63,49,94,73,40
76,64,50,95,73,45
81,63,48,98,74,43
75,64,50,100,71,37
76,59,45,104,69,41
76,60,44,103,70,36
75,58,44,101,64,33
74,56,42,108,64,32
76,59,44,106,74,42
76,59,44,106,74,42
80,64,50,85,81,51
79,65,49,92,81,49
78,65,48,92,79,47
78,65,49,90,79,47
78,66,50,94,79,47
79,67,52,96,80,48
81,65,53,96,79,47
76,58,47,105,68,39
74,55,44,117,63,29
75,57,42,117,66,32
74,55,42,117,64,31
73,56,43,117,63,31
73,55,43,117,63,31
74,57,42,117,65,33
73,56,41,117,65,32
76,59,48,117,68,35
85,70,63,113,96,57
100,86,89,106,127,91
97,83,89,108,119,79
100,87,89,107,124,86
96,83,82,107,116,72
90,78,72,110,110,67
86,70,62,114,102,58
85,72,61,116,97,55
84,70,61,112,97,51
84,69,61,110,95,53
85,69,62,108,95,53
89,72,67,103,95,54
88,74,70,101,97,60
96,87,93,84,131,90
97,85,91,81,137,96
98,90,97,83,135,96
97,85,89,101,123,83
88,77,69,113,112,64
91,79,78,111,114,67
90,78,75,113,113,65
96,83,80,112,120,75
111,99,108,101,150,115
96,81,86,103,122,88
78,60,49,114,65,30
75,59,45,119,68,32
76,58,46,122,68,32
75,58,44,122,68,32
75,58,46,121,70,34
76,58,45,122,69,33
75,58,43,124,69,33
75,57,44,121,68,33
73,58,43,124,78,39
74,60,46,115,78,39
76,64,48,104,78,43
78,64,45,99,73,39
76,60,43,105,71,37
75,59,43,112,70,36
74,58,43,114,66,32
71,55,40,119,61,31
74,55,40,120,61,30
74,56,42,121,61,27
74,55,39,118,62,30
75,54,41,114,60,28
75,58,43,120,59,27
73,56,42,123,58,28
75,55,42,123,59,28
74,55,42,123,59,30
76,56,43,125,61,30
75,57,43,122,60,27
74,57,42,116,57,27
74,56,44,120,58,27
77,58,44,115,64,32
77,63,50,101,74,43
76,62,48,100,71,36
77,65,44,105,66,34
75,61,42,108,65,32
76,64,44,109,66,31
77,64,44,114,66,29
76,65,48,111,71,34
77,63,44,110,68,32
76,64,47,111,70,34
78,65,47,109,70,37
79,67,54,95,77,46
87,74,66,90,93,64
87,74,68,97,100,71
87,75,68,95,87,61
88,76,75,74,95,73
91,73,76,58,100,83
88,69,73,52,98,84
85,65,67,50,100,86
84,62,63,49,101,85
82,62,63,49,99,86
85,64,66,50,102,90
85,64,66,50,103,90
82,61,62,49,102,90
82,62,60,52,101,90
82,61,58,66,94,76
77,58,49,89,74,49
73,54,43,104,60,31
73,53,40,111,57,28
72,54,41,111,56,27
75,54,41,107,56,28
74,54,43,106,53,27
74,54,43,103,59,29
81,64,58,82,98,66
98,79,83,73,119,96
88,72,72,98,96,68
72,56,43,116,65,33
76,55,41,117,61,31
73,54,40,116,61,31
73,54,43,114,61,30
77,55,46,107,63,34
78,61,51,91,76,49
83,62,62,66,91,71
84,64,62,51,95,82
85,61,62,46,96,83
83,61,59,46,96,84
84,62,61,45,96,82
84,62,63,46,95,84
86,62,62,45,98,83
86,64,64,46,97,81
85,61,62,46,97,83
88,67,64,46,97,84
84,64,62,48,94,80
86,64,66,48,96,83
84,67,66,63,95,78
79,60,51,93,77,45
75,54,43,111,54,28
74,54,40,114,52,25
74,53,39,111,50,25
71,53,40,113,52,28
70,53,39,117,52,25
73,52,40,120,52,23
73,53,39,122,53,26
73,55,42,121,54,28
73,58,46,119,64,31
75,59,46,119,71,34
75,58,44,123,72,34
75,58,44,118,72,38
78,62,46,109,72,39
79,63,46,106,65,34
77,62,47,107,66,33
77,64,48,111,67,33
80,67,49,125,62,32
80,67,50,135,59,29
80,67,47,135,59,28
80,68,48,137,58,30
81,67,47,140,60,28
81,66,49,139,58,29
81,67,47,138,60,27
79,66,50,136,58,30
79,66,47,137,58,29
82,65,48,136,59,30
80,66,50,137,58,29
79,67,47,136,58,30
80,66,47,134,61,27
78,61,47,120,67,32
75,61,46,114,73,34
75,61,47,112,74,35
76,60,46,112,74,37
75,61,43,111,76,35
76,61,45,110,77,36
75,61,45,107,78,39
76,61,46,105,77,38
77,61,47,103,77,38
77,62,46,106,77,38
74,63,50,106,78,39
77,61,47,107,77,39
80,63,53,104,81,44
81,63,54,99,80,45
74,57,46,111,67,33
72,53,40,118,58,26
74,54,41,118,59,28
75,54,40,115,56,27
75,54,40,112,55,27
73,55,41,111,55,26
74,55,40,108,54,27
75,55,41,110,55,26
74,53,39,113,57,27
74,54,41,111,56,27
74,54,36,110,54,25
74,55,39,116,56,28
73,55,39,118,58,27
72,54,38,114,56,28
75,53,38,114,58,28
74,54,40,115,57,27
74,54,42,117,58,26
73,53,40,120,61,31
74,54,39,121,62,29
75,55,41,121,62,31
76,55,41,119,66,31
76,60,47,113,71,38
78,64,49,117,68,34
73,64,44,129,63,29
80,64,49,120,65,32
78,66,48,120,63,34
78,67,52,116,69,37
81,69,51,114,69,34
78,67,52,119,68,33
77,66,43,123,64,31
77,64,48,124,64,30
78,65,46,123,63,29
76,66,45,122,63,32
78,67,51,115,66,35
88,75,67,96,85,54
90,75,70,87,92,64
84,67,55,90,78,49
77,60,46,95,67,35
74,54,45,95,59,30
74,55,44,97,60,31
79,65,48,104,67,34
81,63,48,107,61,30
80,65,48,114,59,28
79,64,47,119,61,30
80,65,48,125,61,31
81,66,48,120,65,34
79,66,51,108,71,39
80,67,53,106,77,44
81,68,56,106,77,43
80,68,52,102,76,44
77,66,53,91,78,50
83,66,56,80,84,58
82,66,56,75,84,61
84,64,54,84,84,54
77,63,47,103,68,34
78,64,47,103,67,34
77,64,47,100,72,38
79,64,48,103,70,36
78,64,48,100,69,36
79,62,48,93,75,40
78,63,49,91,78,44
80,62,51,93,77,46
80,63,53,97,76,42
78,59,47,103,70,36
75,55,42,111,58,28
74,54,44,114,57,26
79,62,53,97,80,48
78,59,51,108,74,38
75,54,42,120,57,27
73,55,41,121,58,27
74,55,39,121,58,26
73,56,40,118,56,25
75,54,40,115,55,29
72,54,38,118,59,28
74,54,42,119,58,26
72,54,40,121,59,30
74,53,40,121,59,29
75,55,43,103,61,31
74,56,43,96,54,28
73,55,42,98,50,25
73,54,42,96,53,29
75,56,44,93,58,31
76,58,45,96,61,32
74,54,42,93,50,28
73,53,44,96,53,26
75,55,46,95,59,31
75,58,46,94,62,31
76,58,44,98,65,34
76,58,47,98,71,39
75,60,47,99,78,43
77,60,45,108,84,45
77,62,44,113,89,46
77,62,44,120,91,44
77,64,46,122,91,44
78,63,45,122,91,44
76,64,46,123,91,43
77,61,45,114,91,46
77,61,49,101,88,52
75,57,45,107,66,37
72,52,41,112,52,24
73,53,40,113,52,24
74,53,40,113,50,26
72,53,39,114,50,22
70,52,39,112,50,26
75,52,41,108,50,21
72,52,41,105,48,24
71,54,39,104,49,25
72,53,41,103,50,26
72,53,40,102,50,24
72,53,40,102,50,24
74,55,43,105,56,27
75,54,39,109,52,26
74,54,39,110,50,26
73,52,40,115,54,23
74,54,39,117,52,28
73,55,41,117,55,27
73,54,42,112,55,24
77,62,48,96,73,44
79,65,51,90,76,45
78,65,51,92,74,42
78,67,51,92,76,45
81,69,55,92,82,52
85,71,58,92,88,57
82,68,55,91,83,53
78,65,52,86,79,49
79,65,54,82,82,52
79,62,52,80,82,58
81,63,54,78,83,57
79,63,49,90,73,44
79,62,47,100,72,40
78,63,49,101,70,37
76,61,46,104,66,35
73,59,45,105,64,35
75,57,44,104,61,32
76,56,43,106,57,28
73,56,43,109,59,29
74,55,40,109,54,28
74,55,41,113,51,25
73,56,39,111,54,27
77,54,42,112,56,24
75,58,44,106,62,35
79,64,50,87,82,53
75,64,49,88,79,49
79,66,48,91,78,46
79,67,51,92,80,49
80,67,50,95,79,47
80,67,54,95,83,52
80,63,53,97,80,48
76,57,46,109,67,36
73,55,43,116,62,30
73,55,44,118,64,32
73,54,44,119,64,32
73,56,43,119,64,30
74,56,44,118,64,33
74,57,45,117,64,30
75,56,44,118,64,31
75,58,47,120,70,35
89,74,69,112,99,62
98,84,84,107,123,82
96,83,80,106,114,73
96,83,82,102,116,77
91,77,76,102,107,66
91,76,72,103,99,61
89,73,69,100,99,60
91,77,72,98,99,62
91,77,75,93,100,63
94,81,84,86,114,76
98,84,90,85,115,82
101,84,89,83,126,90
99,90,97,81,128,92
100,88,94,84,138,92
99,91,97,84,134,92
101,91,98,87,140,100
97,84,85,103,121,82
86,74,65,115,104,55
91,79,75,112,112,72
91,78,73,115,114,64
95,85,78,114,119,74
112,102,109,100,154,117
93,77,77,104,108,67
76,60,46,118,68,33
78,58,44,122,67,32
77,58,45,123,69,34
76,59,44,123,70,33
75,55,45,123,71,35
74,58,43,123,69,34
77,58,44,123,69,34
75,57,46,121,69,32
75,61,47,114,78,41
75,60,45,118,74,36
73,58,45,108,67,36
76,57,47,101,72,40
72,56,41,117,61,29
73,54,39,119,57,27
74,54,40,120,59,28
73,54,39,121,59,29
73,53,39,123,60,27
72,55,40,122,61,29
73,55,40,119,62,30
74,55,42,116,60,28
74,56,42,118,58,28
74,56,42,123,59,28
74,56,44,124,60,28
75,55,43,123,59,28
75,56,43,126,62,31
76,57,44,125,63,30
75,56,44,122,61,29
75,56,43,123,61,29
76,58,43,115,64,32
76,63,47,102,69,38
78,64,48,104,69,34
78,63,45,109,66,31
75,63,43,111,65,32
77,65,44,110,66,32
77,62,45,114,67,30
75,66,45,116,67,33
76,64,45,116,68,31
76,60,43,120,69,34
78,59,45,119,68,35
76,57,46,115,69,39
78,60,46,110,69,41
77,59,49,112,66,36
73,59,44,115,70,37
83,65,61,83,87,60
91,69,71,55,100,85
88,70,71,52,100,85
87,68,70,51,99,86
87,65,68,50,101,86
85,66,66,50,101,86
83,64,65,50,104,89
84,63,63,49,102,89
80,58,58,47,99,85
81,59,58,46,102,83
82,61,60,48,98,87
84,64,65,58,95,79
80,63,57,80,83,58
77,57,46,100,62,33
75,55,43,108,57,28
73,53,42,108,54,27
73,55,41,110,55,27
74,55,43,104,58,24
86,69,65,83,106,78
88,72,74,86,104,78
78,61,53,109,75,45
74,54,40,117,60,27
74,54,42,117,61,30
74,56,41,119,62,30
75,55,44,118,63,30
76,54,44,116,63,30
76,55,43,115,64,32
77,58,48,105,73,44
81,61,55,83,85,64
83,61,60,58,96,81
84,61,60,48,97,85
82,63,61,45,96,82
85,61,60,46,96,83
86,63,62,46,97,83
87,64,64,46,97,84
87,65,64,47,96,83
85,64,64,47,96,85
85,65,61,49,96,83
84,65,62,59,93,74
79,64,54,87,86,56
78,62,48,106,76,44
75,58,44,108,67,35
75,56,43,110,58,30
74,52,40,111,54,26
72,53,41,113,50,25
73,52,39,117,51,23
74,53,37,121,52,26
73,52,39,121,52,25
73,53,41,120,51,23
72,53,39,122,56,28
74,55,42,126,64,30
73,55,41,123,58,29
75,58,45,117,63,32
77,63,49,108,71,38
78,65,50,105,69,37
79,65,51,108,71,38
79,64,47,117,65,32
79,67,48,129,59,29
80,67,48,136,58,29
81,67,47,136,59,29
81,66,48,136,59,28
81,66,48,138,58,29
81,66,47,139,58,28
80,67,48,136,59,27
81,67,48,135,57,29
80,67,47,136,58,28
81,67,49,135,59,29
82,66,49,136,60,27
82,66,49,135,60,29
79,65,48,130,64,31
76,59,45,120,71,33
75,58,44,120,73,34
76,58,43,117,73,38
74,60,45,110,75,36
76,61,45,110,77,35
76,60,46,111,77,39
76,61,44,109,77,37
75,59,45,107,74,38
77,60,47,106,76,36
76,61,47,108,78,37
74,60,46,108,75,35
78,61,48,107,76,40
82,65,59,97,84,49
81,63,55,97,83,49
77,60,45,110,73,38
74,54,44,115,65,31
75,56,42,118,62,29
73,53,42,115,56,27
73,53,40,111,55,25
74,55,40,110,54,26
73,53,40,110,54,26
74,54,41,115,56,26
74,55,42,117,57,27
72,54,40,112,55,26
73,53,38,111,53,26
73,55,38,117,58,28
75,54,38,115,58,28
73,53,38,112,56,26
74,54,40,113,56,26
73,54,40,112,57,26
72,54,40,114,57,26
72,54,41,117,58,28
73,55,41,119,59,27
76,55,40,121,62,30
76,57,43,117,66,32
78,62,48,113,70,38
79,65,46,118,68,36
76,63,45,131,64,28
77,65,47,122,62,31
77,63,45,124,62,31
76,64,46,125,65,31
78,65,48,124,68,35
80,67,52,117,72,39
78,67,49,116,69,38
76,66,47,118,65,32
77,65,47,120,62,31
76,64,46,122,66,31
80,66,47,121,65,31
75,66,50,115,69,37
82,67,55,108,78,46
85,70,57,98,84,57
85,68,60,92,82,54
77,62,50,92,72,43
78,61,48,98,69,37
78,63,50,92,72,39
80,65,51,104,62,31
82,66,47,114,59,30
80,66,47,120,61,30
79,66,47,122,63,32
79,66,49,109,68,36
79,66,50,97,74,41
80,65,51,102,74,41
80,69,55,105,77,44
83,69,58,103,79,46
80,66,54,96,76,44
80,65,53,86,83,52
80,64,52,87,83,54
79,63,50,96,77,42
79,64,46,105,67,33
77,64,47,99,70,38
80,63,49,96,72,41
76,63,47,101,69,37
77,63,48,98,71,41
78,62,49,90,75,44
79,63,50,88,77,47
80,63,52,88,79,50
81,64,53,88,81,48
82,62,53,92,83,48
78,60,50,100,75,41
73,57,49,104,70,35
80,62,54,98,85,52
77,59,50,110,66,35
74,53,38,121,55,27
72,53,43,117,58,28
72,54,40,117,59,28
75,54,41,111,55,26
70,54,42,110,55,26
77,54,41,113,56,26
73,54,40,116,57,27
73,55,40,118,57,29
73,54,42,110,56,26
74,56,45,90,58,30
74,56,45,90,58,30
75,55,39,97,51,26
74,54,43,96,50,26
74,55,45,90,52,26
73,57,43,86,53,27
74,56,44,91,51,27
73,54,40,95,50,25
75,57,45,88,51,27
74,57,47,86,54,29
74,57,44,86,53,28
75,56,44,88,55,31
76,56,43,92,55,29
75,55,44,98,55,31
74,55,42,105,61,30
74,56,41,110,65,33
74,58,44,111,71,35
76,60,44,113,79,38
77,62,43,117,86,42
77,63,43,122,90,43
75,58,45,107,72,35
78,60,49,98,82,50
76,57,45,102,61,35
73,53,40,109,50,23
72,52,39,111,51,24
73,52,39,114,50,26
73,52,39,115,50,26
73,52,41,111,51,24
72,53,40,106,49,24
72,53,40,105,49,26
72,52,40,105,50,24
74,54,41,106,50,26
72,53,42,104,51,24
73,54,43,107,53,27
73,53,42,112,54,26
71,53,41,117,54,26
75,53,39,117,55,25
72,53,39,117,53,27
72,53,41,117,53,25
74,53,39,112,55,26
76,60,50,94,72,44
79,66,53,89,77,44
80,65,48,91,77,47
78,65,54,87,81,51
83,70,57,88,84,53
82,70,61,89,91,61
83,69,60,87,90,63
82,67,57,84,83,52
79,65,54,83,80,55
77,57,45,100,59,34
73,56,42,101,63,37
75,55,43,104,59,31
75,54,41,106,51,27
73,55,42,108,53,27
73,53,41,109,53,26
73,54,41,111,50,25
75,53,38,111,51,25
75,54,41,111,53,26
73,56,41,112,51,25
72,55,39,113,52,25
72,53,40,114,54,26
73,54,40,114,55,27
75,55,42,114,55,27
77,60,44,104,67,37
81,67,52,91,84,55
82,69,50,94,80,49
81,69,50,98,78,46
79,68,52,98,78,48
82,69,55,97,81,49
84,72,61,94,92,60
82,66,56,98,86,56
76,57,44,115,68,33
73,56,43,117,66,31
75,54,44,118,65,31
75,55,43,118,65,32
74,56,44,119,65,32
